_id;id_transaksi;tanggal;pelanggan.nama;pelanggan.email;pelanggan.tipe;produk.nama_produk;produk.kategori;produk.harga_satuan;produk.jumlah;pembayaran.metode;pembayaran.total_harga;pembayaran.diskon;pembayaran.total_bayar;lokasi.kota;lokasi.provinsi
6a118f6afad9326442663fbb;TRX-LGIVMQQL;23/02/2026;Rian Hidayat;user1759@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;3;Kartu Kredit;105000;0;105000;Surabaya;Jawa Timur
6a118f6afad9326442663fbc;TRX-NQDMFON6;01/06/2025;Dewi Lestari;user1760@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;2;Kartu Kredit;26000000;0;26000000;Semarang;Jawa Tengah
6a118f6afad9326442663fbd;TRX-H4WT3DVZ;12/04/2026;Budi Santoso;user1761@example.com;Non-Member;Kopi Susu Gula Aren 1L;Kuliner;65000;1;Kartu Kredit;65000;0;65000;Medan;Sumatera Utara
6a118f6afad9326442663fbe;TRX-9D0W5T9H;18/06/2025;Andi Wijaya;user1762@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;1;Transfer Bank;20000000;0;20000000;Surabaya;Jawa Timur
6a118f6afad9326442663fbf;TRX-L9G5LG3N;23/11/2025;Fahmi Idris;user1763@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;4;Transfer Bank;1800000;0;1800000;Jakarta;DKI Jakarta
6a118f6afad9326442663fc0;TRX-B32VSUMY;23/05/2026;Siti Aminah;user1764@example.com;Non-Member;Kemeja Flanel Oversize;Fashion;250000;3;Transfer Bank;750000;0;750000;Sukabumi;Jawa Barat
6a118f6afad9326442663fc1;TRX-I2C8UKJC;19/01/2026;Dewi Lestari;user1765@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;1;Kartu Kredit;35000;0;35000;Bandung;Jawa Barat
6a118f6afad9326442663fc2;TRX-9TM5WVVK;10/03/2025;Mega Pertiwi;user1766@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;1;Transfer Bank;450000;0;450000;Semarang;Jawa Tengah
6a118f6afad9326442663fc3;TRX-DEQCSEHR;27/03/2026;Andi Wijaya;user1767@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;2;COD;26000000;0;26000000;Semarang;Jawa Tengah
6a118f6afad9326442663fc4;TRX-4UDQ4CRK;18/08/2025;Jono Adriansyah;user1768@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;1;COD;13000000;0;13000000;Surabaya;Jawa Timur
6a118f6afad9326442663fc5;TRX-BTM05OF2;27/07/2025;Jono Adriansyah;user1769@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;1;COD;13000000;0;13000000;Medan;Sumatera Utara
6a118f6afad9326442663fc6;TRX-IX71NUOC;16/09/2025;Eko Prasetyo;user1770@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;1;Kartu Kredit;13000000;0;13000000;Semarang;Jawa Tengah
6a118f6afad9326442663fc7;TRX-K1M7BHPK;17/08/2025;Dewi Lestari;user1771@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;3;E-Wallet (OVO/Dana);39000000;0;39000000;Sukabumi;Jawa Barat
6a118f6afad9326442663fc8;TRX-XEVJAQ4D;14/06/2025;Mega Pertiwi;user1772@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;3;E-Wallet (OVO/Dana);195000;0;195000;Medan;Sumatera Utara
6a118f6afad9326442663fc9;TRX-MOO74VTB;27/09/2025;Rian Hidayat;user1773@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;4;Kartu Kredit;1000000;0;1000000;Semarang;Jawa Tengah
6a118f6afad9326442663fca;TRX-D95JV8QN;07/11/2025;Mega Pertiwi;user1774@example.com;Non-Member;Sepatu Sneaker Lokal;Fashion;450000;4;E-Wallet (OVO/Dana);1800000;0;1800000;Jakarta;DKI Jakarta
6a118f6afad9326442663fcb;TRX-VRI3KQRF;17/03/2025;Andi Wijaya;user1775@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;1;Transfer Bank;20000000;0;20000000;Sukabumi;Jawa Barat
6a118f6afad9326442663fcc;TRX-W21CVIJJ;05/02/2025;Rian Hidayat;user1776@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;1;Transfer Bank;35000;0;35000;Medan;Sumatera Utara
6a118f6afad9326442663fcd;TRX-QYIJHJ3Z;14/03/2026;Eko Prasetyo;user1777@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;3;Transfer Bank;750000;0;750000;Medan;Sumatera Utara
6a118f6afad9326442663fce;TRX-NE8J7VEV;01/10/2025;Fahmi Idris;user1778@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;3;Transfer Bank;39000000;0;39000000;Sukabumi;Jawa Barat
6a118f6afad9326442663fcf;TRX-DSQLEZFK;02/12/2025;Eko Prasetyo;user1779@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;1;COD;20000000;0;20000000;Bandung;Jawa Barat
6a118f6afad9326442663fd0;TRX-BO0U0AZW;23/09/2025;Budi Santoso;user1780@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;4;COD;52000000;0;52000000;Surabaya;Jawa Timur
6a118f6afad9326442663fd1;TRX-TJKIY9H7;02/04/2025;Rian Hidayat;user1781@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;1;COD;35000;0;35000;Semarang;Jawa Tengah
6a118f6afad9326442663fd2;TRX-B0IYY9X1;26/01/2026;Jono Adriansyah;user1782@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;1;Transfer Bank;20000000;0;20000000;Jakarta;DKI Jakarta
6a118f6afad9326442663fd3;TRX-65EZF8OM;22/03/2025;Siti Aminah;user1783@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;3;Kartu Kredit;60000000;0;60000000;Jakarta;DKI Jakarta
6a118f6afad9326442663fd4;TRX-7PV8IJML;06/09/2025;Budi Santoso;user1784@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;3;Kartu Kredit;60000000;0;60000000;Sukabumi;Jawa Barat
6a118f6afad9326442663fd5;TRX-78RISWTC;12/11/2025;Jono Adriansyah;user1785@example.com;Non-Member;Kopi Susu Gula Aren 1L;Kuliner;65000;4;Transfer Bank;260000;0;260000;Semarang;Jawa Tengah
6a118f6afad9326442663fd6;TRX-AJTQ9C1O;11/05/2025;Fahmi Idris;user1786@example.com;Non-Member;Sepatu Sneaker Lokal;Fashion;450000;4;E-Wallet (OVO/Dana);1800000;0;1800000;Jakarta;DKI Jakarta
6a118f6afad9326442663fd7;TRX-10YSTXKZ;25/01/2026;Eko Prasetyo;user1787@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;4;COD;140000;0;140000;Makassar;Sulawesi Selatan
6a118f6afad9326442663fd8;TRX-4H37SLMT;24/05/2025;Novianti;user1788@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;3;COD;60000000;0;60000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663fd9;TRX-8VTU7RRT;05/08/2025;Rian Hidayat;user1789@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;3;Transfer Bank;3600000;0;3600000;Jakarta;DKI Jakarta
6a118f6afad9326442663fda;TRX-3KJQH91T;24/01/2026;Budi Santoso;user1790@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;3;Transfer Bank;3600000;0;3600000;Semarang;Jawa Tengah
6a118f6afad9326442663fdb;TRX-9FX91WDE;31/07/2025;Novianti;user1791@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;4;COD;4800000;0;4800000;Bandung;Jawa Barat
6a118f6afad9326442663fdc;TRX-67PW76KJ;18/05/2025;Siti Aminah;user1792@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;4;COD;260000;0;260000;Surabaya;Jawa Timur
6a118f6afad9326442663fdd;TRX-F9VN06NM;26/04/2026;Dewi Lestari;user1793@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;2;Kartu Kredit;26000000;0;26000000;Sukabumi;Jawa Barat
6a118f6afad9326442663fde;TRX-HGSR7OC1;15/07/2025;Andi Wijaya;user1794@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;2;Transfer Bank;70000;0;70000;Jakarta;DKI Jakarta
6a118f6afad9326442663fdf;TRX-KAQDBYRU;15/11/2025;Budi Santoso;user1795@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;4;E-Wallet (OVO/Dana);140000;0;140000;Jakarta;DKI Jakarta
6a118f6afad9326442663fe0;TRX-4LOI7P25;02/02/2025;Eko Prasetyo;user1796@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;1;Transfer Bank;13000000;0;13000000;Jakarta;DKI Jakarta
6a118f6afad9326442663fe1;TRX-SJGT0OJA;03/05/2025;Jono Adriansyah;user1797@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;2;E-Wallet (OVO/Dana);130000;0;130000;Makassar;Sulawesi Selatan
6a118f6afad9326442663fe2;TRX-OLXEGKJC;10/03/2026;Eko Prasetyo;user1798@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;2;Transfer Bank;2400000;0;2400000;Bandung;Jawa Barat
6a118f6afad9326442663fe3;TRX-5Z6QPDRX;16/06/2025;Jono Adriansyah;user1799@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;4;Kartu Kredit;80000000;0;80000000;Surabaya;Jawa Timur
6a118f6afad9326442663fe4;TRX-XB1QPYMD;22/01/2026;Eko Prasetyo;user1800@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;2;Transfer Bank;2400000;0;2400000;Medan;Sumatera Utara
6a118f6afad9326442663fe5;TRX-V2GDEX9N;17/05/2026;Eko Prasetyo;user1801@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;4;Transfer Bank;1000000;0;1000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663fe6;TRX-D26Z7FMR;22/01/2026;Rian Hidayat;user1802@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;1;Transfer Bank;35000;0;35000;Semarang;Jawa Tengah
6a118f6afad9326442663fe7;TRX-KCCS7QCN;10/06/2025;Jono Adriansyah;user1803@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;4;COD;1000000;0;1000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663fe8;TRX-ZZWIE6WO;26/08/2025;Siti Aminah;user1804@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;4;Transfer Bank;80000000;0;80000000;Medan;Sumatera Utara
6a118f6afad9326442663fe9;TRX-Q2FY82F8;24/02/2026;Novianti;user1805@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;3;E-Wallet (OVO/Dana);60000000;0;60000000;Bandung;Jawa Barat
6a118f6afad9326442663fea;TRX-PEVT1JWO;18/09/2025;Eko Prasetyo;user1806@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;4;Transfer Bank;4800000;0;4800000;Sukabumi;Jawa Barat
6a118f6afad9326442663feb;TRX-0CFYBCEH;05/07/2025;Budi Santoso;user1807@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;2;COD;500000;0;500000;Makassar;Sulawesi Selatan
6a118f6afad9326442663fec;TRX-R620T6H6;08/05/2025;Novianti;user1808@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;3;Transfer Bank;60000000;0;60000000;Bandung;Jawa Barat
6a118f6afad9326442663fed;TRX-2IMQGUL4;11/03/2026;Siti Aminah;user1809@example.com;Non-Member;Kopi Susu Gula Aren 1L;Kuliner;65000;3;E-Wallet (OVO/Dana);195000;0;195000;Bandung;Jawa Barat
6a118f6afad9326442663fee;TRX-RIPXMDFH;04/08/2025;Dewi Lestari;user1810@example.com;Non-Member;Kemeja Flanel Oversize;Fashion;250000;4;COD;1000000;0;1000000;Semarang;Jawa Tengah
6a118f6afad9326442663fef;TRX-7L9MOIWY;24/11/2025;Mega Pertiwi;user1811@example.com;Non-Member;Kemeja Flanel Oversize;Fashion;250000;4;Kartu Kredit;1000000;0;1000000;Semarang;Jawa Tengah
6a118f6afad9326442663ff0;TRX-Q30IJGA5;04/02/2026;Mega Pertiwi;user1812@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;1;Kartu Kredit;250000;0;250000;Surabaya;Jawa Timur
6a118f6afad9326442663ff1;TRX-AKWNL0BX;22/07/2025;Eko Prasetyo;user1813@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;2;Transfer Bank;40000000;0;40000000;Semarang;Jawa Tengah
6a118f6afad9326442663ff2;TRX-W0IIPOMX;20/01/2025;Jono Adriansyah;user1814@example.com;Member;Kursi Gaming Premium;Furniture;2500000;4;Kartu Kredit;10000000;0;10000000;Sukabumi;Jawa Barat
6a118f6afad9326442663ff3;TRX-D1JQ3RM4;27/05/2025;Siti Aminah;user1815@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;2;Kartu Kredit;500000;0;500000;Semarang;Jawa Tengah
6a118f6afad9326442663ff4;TRX-XWAM3FLV;25/10/2025;Budi Santoso;user1816@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;4;Kartu Kredit;52000000;0;52000000;Surabaya;Jawa Timur
6a118f6afad9326442663ff5;TRX-XVF9WVJS;07/12/2025;Siti Aminah;user1817@example.com;Member;Kursi Gaming Premium;Furniture;2500000;4;Kartu Kredit;10000000;0;10000000;Surabaya;Jawa Timur
6a118f6afad9326442663ff6;TRX-MG2ZQJX6;02/03/2025;Novianti;user1818@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;2;Kartu Kredit;70000;0;70000;Jakarta;DKI Jakarta
6a118f6afad9326442663ff7;TRX-D65RMEIP;15/05/2025;Jono Adriansyah;user1819@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;3;COD;39000000;0;39000000;Surabaya;Jawa Timur
6a118f6afad9326442663ff8;TRX-UQT61M4Z;02/02/2026;Budi Santoso;user1820@example.com;Non-Member;Kursi Gaming Premium;Furniture;2500000;2;E-Wallet (OVO/Dana);5000000;0;5000000;Medan;Sumatera Utara
6a118f6afad9326442663ff9;TRX-II4PA32H;09/03/2025;Fahmi Idris;user1821@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;4;Kartu Kredit;80000000;0;80000000;Surabaya;Jawa Timur
6a118f6afad9326442663ffa;TRX-4TIT60B5;18/01/2026;Budi Santoso;user1822@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;4;Transfer Bank;4800000;0;4800000;Semarang;Jawa Tengah
6a118f6afad9326442663ffb;TRX-OFDZ37MW;04/10/2025;Novianti;user1823@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;1;Kartu Kredit;13000000;0;13000000;Surabaya;Jawa Timur
6a118f6afad9326442663ffc;TRX-6SKW37YC;15/05/2025;Mega Pertiwi;user1824@example.com;Member;Kursi Gaming Premium;Furniture;2500000;3;Kartu Kredit;7500000;0;7500000;Surabaya;Jawa Timur
6a118f6afad9326442663ffd;TRX-IXYF6SQH;23/08/2025;Mega Pertiwi;user1825@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;3;Transfer Bank;3600000;0;3600000;Bandung;Jawa Barat
6a118f6afad9326442663ffe;TRX-WB5U8XHF;15/06/2025;Jono Adriansyah;user1826@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;4;COD;1000000;0;1000000;Medan;Sumatera Utara
6a118f6afad9326442663fff;TRX-Q2G0NMTJ;09/05/2025;Jono Adriansyah;user1827@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;2;E-Wallet (OVO/Dana);40000000;0;40000000;Medan;Sumatera Utara
6a118f6afad9326442664000;TRX-HVF13EXD;09/11/2025;Siti Aminah;user1828@example.com;Non-Member;Kursi Gaming Premium;Furniture;2500000;1;Transfer Bank;2500000;0;2500000;Semarang;Jawa Tengah
6a118f6afad9326442664001;TRX-VPLWQLOH;08/09/2025;Mega Pertiwi;user1829@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;3;E-Wallet (OVO/Dana);105000;0;105000;Surabaya;Jawa Timur
6a118f6afad9326442664002;TRX-IXONKNDO;02/03/2025;Jono Adriansyah;user1830@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;3;Transfer Bank;195000;0;195000;Bandung;Jawa Barat
6a118f6afad9326442664003;TRX-6HX2EQ9J;02/02/2026;Dewi Lestari;user1831@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;2;E-Wallet (OVO/Dana);900000;0;900000;Surabaya;Jawa Timur
6a118f6afad9326442664004;TRX-S53C6O2U;30/04/2025;Siti Aminah;user1832@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;2;Transfer Bank;26000000;0;26000000;Semarang;Jawa Tengah
6a118f6afad9326442664005;TRX-VU9TT2TS;14/02/2026;Mega Pertiwi;user1833@example.com;Non-Member;Kemeja Flanel Oversize;Fashion;250000;2;COD;500000;0;500000;Jakarta;DKI Jakarta
6a118f6afad9326442664006;TRX-OUMFSEL5;24/02/2025;Budi Santoso;user1834@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;4;Kartu Kredit;1800000;0;1800000;Sukabumi;Jawa Barat
6a118f6afad9326442664007;TRX-O4LUYUYK;07/06/2025;Dewi Lestari;user1835@example.com;Non-Member;Sepatu Sneaker Lokal;Fashion;450000;4;Kartu Kredit;1800000;0;1800000;Bandung;Jawa Barat
6a118f6afad9326442664008;TRX-2KBOS9Y4;20/07/2025;Rian Hidayat;user1836@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;2;E-Wallet (OVO/Dana);130000;0;130000;Semarang;Jawa Tengah
6a118f6afad9326442664009;TRX-AG7QVQVX;02/07/2025;Jono Adriansyah;user1837@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;3;Transfer Bank;750000;0;750000;Sukabumi;Jawa Barat
6a118f6afad932644266400a;TRX-AJUYFZTW;14/03/2025;Novianti;user1838@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;4;Transfer Bank;80000000;0;80000000;Surabaya;Jawa Timur
6a118f6afad932644266400b;TRX-2IP3TSMM;16/04/2026;Novianti;user1839@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;1;COD;20000000;0;20000000;Jakarta;DKI Jakarta
6a118f6afad932644266400c;TRX-P4BEPDND;15/01/2025;Rian Hidayat;user1840@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;3;E-Wallet (OVO/Dana);750000;0;750000;Surabaya;Jawa Timur
6a118f6afad932644266400d;TRX-BY1N4QFM;17/04/2025;Fahmi Idris;user1841@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;4;Kartu Kredit;80000000;0;80000000;Surabaya;Jawa Timur
6a118f6afad932644266400e;TRX-S20BDI0Q;20/06/2025;Budi Santoso;user1842@example.com;Non-Member;Kursi Gaming Premium;Furniture;2500000;3;Kartu Kredit;7500000;0;7500000;Medan;Sumatera Utara
6a118f6afad932644266400f;TRX-BEUX5LLU;18/01/2026;Budi Santoso;user1843@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;3;Kartu Kredit;39000000;0;39000000;Sukabumi;Jawa Barat
6a118f6afad9326442664010;TRX-H5U7C9F8;07/02/2025;Rian Hidayat;user1844@example.com;Non-Member;Kopi Susu Gula Aren 1L;Kuliner;65000;1;Kartu Kredit;65000;0;65000;Sukabumi;Jawa Barat
6a118f6afad9326442664011;TRX-57AKGYRD;05/03/2026;Budi Santoso;user1845@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;3;Transfer Bank;39000000;0;39000000;Makassar;Sulawesi Selatan
6a118f6afad9326442664012;TRX-RB8RFQJN;30/09/2025;Eko Prasetyo;user1846@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;1;Kartu Kredit;13000000;0;13000000;Bandung;Jawa Barat
6a118f6afad9326442664013;TRX-88AFANDO;13/04/2025;Budi Santoso;user1847@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;2;E-Wallet (OVO/Dana);40000000;0;40000000;Medan;Sumatera Utara
6a118f6afad9326442664014;TRX-90WX2MAO;05/10/2025;Budi Santoso;user1848@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;4;COD;1000000;0;1000000;Bandung;Jawa Barat
6a118f6afad9326442664015;TRX-VFJ48IVT;06/04/2025;Dewi Lestari;user1849@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;3;Kartu Kredit;105000;0;105000;Semarang;Jawa Tengah
6a118f6afad9326442664016;TRX-1JUITOZA;20/04/2025;Fahmi Idris;user1850@example.com;Non-Member;Kursi Gaming Premium;Furniture;2500000;1;COD;2500000;0;2500000;Bandung;Jawa Barat
6a118f6afad9326442664017;TRX-BBL1K168;11/11/2025;Rian Hidayat;user1851@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;2;E-Wallet (OVO/Dana);500000;0;500000;Medan;Sumatera Utara
6a118f6afad9326442664018;TRX-Z7GBY00P;17/01/2025;Dewi Lestari;user1852@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;1;Kartu Kredit;35000;0;35000;Bandung;Jawa Barat
6a118f6afad9326442664019;TRX-L6BRG7TU;13/02/2026;Mega Pertiwi;user1853@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;1;E-Wallet (OVO/Dana);20000000;0;20000000;Bandung;Jawa Barat
6a118f6afad932644266401a;TRX-1412R2Y7;02/01/2026;Budi Santoso;user1854@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;2;E-Wallet (OVO/Dana);70000;0;70000;Sukabumi;Jawa Barat
6a118f6afad932644266401b;TRX-2HSD9W8Q;06/01/2026;Novianti;user1855@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;4;Transfer Bank;1800000;0;1800000;Semarang;Jawa Tengah
6a118f6afad932644266401c;TRX-0ANT5GEB;21/02/2025;Andi Wijaya;user1856@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;1;COD;35000;0;35000;Medan;Sumatera Utara
6a118f6afad932644266401d;TRX-B3YRVSXG;22/09/2025;Eko Prasetyo;user1857@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;1;E-Wallet (OVO/Dana);250000;0;250000;Semarang;Jawa Tengah
6a118f6afad932644266401e;TRX-5TBQNZOM;21/08/2025;Novianti;user1858@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;3;E-Wallet (OVO/Dana);105000;0;105000;Bandung;Jawa Barat
6a118f6afad932644266401f;TRX-CUGQ8TWH;30/04/2025;Budi Santoso;user1859@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;1;Transfer Bank;450000;0;450000;Makassar;Sulawesi Selatan
6a118f6afad9326442664020;TRX-5DHOF5SD;23/01/2025;Andi Wijaya;user1860@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;4;Transfer Bank;4800000;0;4800000;Makassar;Sulawesi Selatan
6a118f6afad9326442664021;TRX-9CQ477ND;06/07/2025;Fahmi Idris;user1861@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;3;Kartu Kredit;60000000;0;60000000;Sukabumi;Jawa Barat
6a118f6afad9326442664022;TRX-H7OOJPL8;07/07/2025;Eko Prasetyo;user1862@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;4;E-Wallet (OVO/Dana);140000;0;140000;Surabaya;Jawa Timur
6a118f6afad9326442664023;TRX-Q6AQXUMW;24/08/2025;Dewi Lestari;user1863@example.com;Member;Kursi Gaming Premium;Furniture;2500000;4;Transfer Bank;10000000;0;10000000;Surabaya;Jawa Timur
6a118f6afad9326442664024;TRX-EVQ6JF6D;12/05/2025;Rian Hidayat;user1864@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;3;COD;60000000;0;60000000;Bandung;Jawa Barat
6a118f6afad9326442664025;TRX-FWRPZL33;13/10/2025;Rian Hidayat;user1865@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;4;E-Wallet (OVO/Dana);4800000;0;4800000;Semarang;Jawa Tengah
6a118f6afad9326442664026;TRX-H2040R9G;24/01/2025;Mega Pertiwi;user1866@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;3;COD;39000000;0;39000000;Surabaya;Jawa Timur
6a118f6afad9326442664027;TRX-6QOVPMA3;22/03/2025;Budi Santoso;user1867@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;1;COD;65000;0;65000;Surabaya;Jawa Timur
6a118f6afad9326442664028;TRX-3IOWRZ1C;11/03/2026;Andi Wijaya;user1868@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;2;Kartu Kredit;40000000;0;40000000;Jakarta;DKI Jakarta
6a118f6afad9326442664029;TRX-0DTYVAZ9;16/10/2025;Fahmi Idris;user1869@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;4;Kartu Kredit;140000;0;140000;Surabaya;Jawa Timur
6a118f6afad932644266402a;TRX-CPL5W559;14/10/2025;Mega Pertiwi;user1870@example.com;Non-Member;Kopi Susu Gula Aren 1L;Kuliner;65000;3;Kartu Kredit;195000;0;195000;Medan;Sumatera Utara
6a118f6afad932644266402b;TRX-W6LX7IUN;12/04/2026;Fahmi Idris;user1871@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;4;Kartu Kredit;4800000;0;4800000;Surabaya;Jawa Timur
6a118f6afad932644266402c;TRX-QSPAOL3B;18/04/2026;Jono Adriansyah;user1872@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;1;Kartu Kredit;13000000;0;13000000;Medan;Sumatera Utara
6a118f6afad932644266402d;TRX-70BZODO9;08/04/2025;Jono Adriansyah;user1873@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;3;E-Wallet (OVO/Dana);60000000;0;60000000;Makassar;Sulawesi Selatan
6a118f6afad932644266402e;TRX-YLCLWN6E;26/09/2025;Andi Wijaya;user1874@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;3;E-Wallet (OVO/Dana);60000000;0;60000000;Bandung;Jawa Barat
6a118f6afad932644266402f;TRX-4P7AOW27;15/03/2026;Siti Aminah;user1875@example.com;Non-Member;Kopi Susu Gula Aren 1L;Kuliner;65000;1;E-Wallet (OVO/Dana);65000;0;65000;Jakarta;DKI Jakarta
6a118f6afad9326442664030;TRX-09IUL7OB;27/08/2025;Mega Pertiwi;user1876@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;1;Transfer Bank;13000000;0;13000000;Medan;Sumatera Utara
6a118f6afad9326442664031;TRX-94RLCRS2;14/02/2025;Andi Wijaya;user1877@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;1;E-Wallet (OVO/Dana);13000000;0;13000000;Jakarta;DKI Jakarta
6a118f6afad9326442664032;TRX-PHJTJSGT;08/02/2026;Budi Santoso;user1878@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;2;E-Wallet (OVO/Dana);70000;0;70000;Makassar;Sulawesi Selatan
6a118f6afad9326442664033;TRX-HQ1O5H1F;03/11/2025;Andi Wijaya;user1879@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;4;COD;80000000;0;80000000;Makassar;Sulawesi Selatan
6a118f6afad9326442664034;TRX-RQFP0296;03/02/2025;Siti Aminah;user1880@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;1;Transfer Bank;35000;0;35000;Bandung;Jawa Barat
6a118f6afad9326442664035;TRX-RUVFG9FM;02/08/2025;Mega Pertiwi;user1881@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;3;COD;105000;0;105000;Jakarta;DKI Jakarta
